"","securities.name","year.code","month.code","KV2001","KV2002","KV2003","KV2004","KV2005","KV2006","KV2007","KV2008","KV2009"
"538","SECURITIES#12",2013,6,NA,NA,101.049448017601,0.373735660213321,0.0503835582369614,5.56355975204143,NA,0.656290421764668,NA
"539","SECURITIES#12",2013,9,NA,NA,101.566083075867,0.939561101594137,0.121644723477839,10.0334684074715,NA,-1.25571673293624,NA
"540","SECURITIES#12",2013,12,NA,NA,101.707776725504,1.40871093842796,0.327954276893695,26.265284715561,NA,-2.15807019535075,NA
"541","SECURITIES#12",2014,3,NA,NA,100.940540661588,0.955929316585054,0.548355924518624,82.574280702665,NA,-2.58782201405152,NA
"542","SECURITIES#12",2014,6,NA,NA,107.385005815798,1.47167329654818,0.166953515349564,3.07989051731328,NA,-1.90475426664956,NA
"543","SECURITIES#12",2014,9,NA,NA,105.93034706819,2.61299784245497,0.324573092631997,7.44167867651765,NA,-2.91411721533549,NA
"544","SECURITIES#12",2014,12,NA,NA,105.627053669222,3.69123023322208,1.63608204822691,40.6058542845529,NA,-2.74833692518753,NA
"545","SECURITIES#12",2015,3,364.696703296703,71.4463091826989,103.773236305554,1.36935053221202,0.0881657159100677,2.8726119241821,NA,-0.828938804585684,326.411515895757
"546","SECURITIES#12",2015,6,430.098901098901,66.2230779981056,103.433921816604,2.39562402321947,0.229719034851782,8.67703768300867,NA,-5.05866884969363,403.8789422196
"547","SECURITIES#12",2015,9,395.487912087912,69.2168415884122,104.694137398731,4.74569857449418,0.477817592561334,13.4432767941972,NA,1.04996934396076,376.110906524274
"548","SECURITIES#12",2015,12,360.18021978022,63.0034602076125,104.187499626649,5.39429384071717,1.88234334135718,58.0891138490079,NA,1.32763528684701,383.532871972318
"549","SECURITIES#12",2016,3,397.356043956044,65.7265346272996,108.980375569834,2.50258784875915,0.261011321178188,4.06604037309089,NA,3.30788315172359,365.444641834652
"550","SECURITIES#12",2016,6,410.756043956044,66.0605973495846,107.42273637073,4.4626390011,0.418060680362534,7.68588651327331,NA,11.5245190756265,368.626210940869
"551","SECURITIES#12",2016,9,422.734065934066,63.2508005019998,106.237322620064,5.64721546150087,0.479596595148861,10.3009016544298,NA,8.58508003880956,325.599643439402
"552","SECURITIES#12",2016,12,522.898901098901,50.3445609092541,104.520818074258,5.65949941503882,1.79174081980104,52.0543428775461,NA,8.49434537526146,428.567482841005
"553","SECURITIES#12",2017,3,465.567032967033,57.9845574593474,111.30422021426,2.83034790294427,0.322486126391283,4.03007711327727,NA,-0.40484301507002,388.978773327513
"554","SECURITIES#12",2017,6,466.564835164835,60.3702329525879,110.796234521543,5.29664876681906,0.551201948413799,7.15901235047163,NA,2.76543970296085,381.301513264251
"555","SECURITIES#12",2017,9,476.120879120879,62.268430069887,109.981068200159,6.60673262408766,0.761202126077155,10.6904767836805,NA,1.27732733279237,367.018772109305
"556","SECURITIES#12",2017,12,474.224175824176,55.098273592471,108.145014584575,7.00505248123227,2.38012556648035,40.0788386626196,NA,3.4512103076604,426.477130017703
"557","SECURITIES#12",2018,3,355.610989010989,60.3824460394169,107.830462601658,2.18507305515335,0.246636701167654,4.2786332646233,NA,4.19764034279459,310.766064427047
"558","SECURITIES#12",2018,6,366.949450549451,59.53841621947,107.617566905344,3.97442306945995,0.401593549037433,7.04124280401335,NA,-1.1868481067273,313.837267383035
"559","SECURITIES#12",2018,9,476.272527472527,55.7019479291433,107.380402671235,5.36733634813552,0.597880093160389,10.823976963649,NA,-4.37011526788382,373.219441467566
"560","SECURITIES#12",2018,12,474.384615384615,50.4074717150218,106.027419161437,5.99259437279144,1.89928901847029,43.029933725886,NA,6.23069596873971,402.236193570068
"561","SECURITIES#12",2019,3,510.925274725275,55.7644110275689,106.787688087458,1.49433230123188,0.153697872399557,3.01513902401965,NA,7.39835129544236,369.738002413441
"562","SECURITIES#12",2019,6,532.791208791209,61.6285035856193,107.521545233646,3.08120074003572,0.286331516084235,5.18022328929043,NA,12.8372670010373,389.259847029484
"563","SECURITIES#12",2019,9,467.391208791209,66.4208322834493,105.777672349069,4.19182173312168,0.446537024924852,10.467047554803,NA,25.5993359490324,306.096757312038
"564","SECURITIES#12",2019,12,447.127472527472,60.6493392402204,105.419581351466,5.03888528839922,1.61543645353057,40.5508312977485,NA,24.4037162738343,355.321845860368
"565","SECURITIES#12",2020,3,457.340659340659,61.9629645653961,104.983665407719,2.42228721188559,0.259860622539005,7.18767732316328,NA,12.9825048597612,325.078959892701
"566","SECURITIES#12",2020,6,522.749450549451,67.6714263897373,106.769659079378,4.79369528867906,0.442509680963269,9.15490373513429,NA,18.4104619520671,327.026382101405
"567","SECURITIES#12",2020,9,597.127472527472,64.9359391965255,108.157808965377,7.68006343461544,0.865053624260764,14.8189013664222,NA,19.979744887645,394.99782844734
"568","SECURITIES#12",2020,12,486.665934065934,57.9979249400737,108.729754047254,9.59190114345367,3.25275590999968,53.3410045590386,NA,20.1169785035193,364.072841758792
"569","SECURITIES#12",2021,3,605.751648351648,64.9124950901235,113.831137959001,3.60497799307708,0.386658648113876,3.94555061440028,NA,2.47652444259673,340.576965041679
"570","SECURITIES#12",2021,6,620.501098901099,66.0018639328984,115.438944776376,6.26321059072199,0.728796815791055,7.01052264281923,NA,1.94051436000551,319.266853059956
"571","SECURITIES#12",2021,9,736.09010989011,61.109465393462,117.821164246623,10.3480684678421,1.40260317040669,11.9421734852158,NA,-1.49523956663641,391.804035686903
"572","SECURITIES#12",2021,12,649.145054945055,55.1728321325917,114.735438966181,11.2550797198914,4.43793236214112,45.2160521011322,NA,-1.85861506133956,375.636455261488
"573","SECURITIES#12",2022,3,575.850549450549,59.8104747861105,112.509585490688,2.56952370861608,0.375780802827066,4.4435152573204,NA,-0.330060024048148,296.121170385563
"574","SECURITIES#12",2022,6,726.017582417582,63.6356237962184,110.047245664992,4.5312511686,0.583026692433548,8.49517987257827,NA,2.74585474208531,324.030871063126
"575","SECURITIES#12",2022,9,720.641758241758,69.606915655962,108.046226537424,6.0343449014473,0.879636075194759,15.8596902293478,NA,1.94992774513472,285.746089833283
"576","SECURITIES#12",2022,12,730.887912087912,64.5501865003266,106.865699483246,6.86982672289927,3.20589892127765,67.4345802119329,NA,7.01276043738918,333.602371469313
"577","SECURITIES#13",2011,3,NA,NA,104.325507593796,7.28578983678616,0.883480202800579,23.0226100278354,NA,9.30185319720895,NA
"578","SECURITIES#13",2011,6,NA,NA,101.88316057818,0.788917409029141,0.065214798227712,4.46673144651046,NA,3.32244382523712,NA
"579","SECURITIES#13",2011,9,NA,NA,99.854752490008,-0.190032978350805,-0.0200656748071791,12.8759384730754,NA,-9.19059128691859,NA
"580","SECURITIES#13",2011,12,NA,NA,102.337322764596,2.6959071305593,0.311107613923615,17.8315907503762,NA,-5.30760445255101,NA
"581","SECURITIES#13",2012,3,NA,NA,100.79526664599,0.961209374914438,0.130829475645617,24.676460826273,NA,-9.10351011691263,NA
"582","SECURITIES#13",2012,6,NA,NA,100.473636037808,0.132351682218988,0.0151840332328005,6.66290306929616,NA,-3.04580087321291,NA
"583","SECURITIES#13",2012,9,NA,NA,102.800796498321,2.0704048930406,0.238890827611508,13.1756237596876,NA,12.9462261176832,NA
"584","SECURITIES#13",2012,12,NA,NA,101.881301281164,1.5435936109356,0.167506472259874,15.0662008138662,NA,10.8725855872382,NA
"585","SECURITIES#13",2013,3,NA,NA,109.072471120303,10.5325787892896,1.24693097506994,21.1342523179732,NA,22.2909274874658,NA
"586","SECURITIES#13",2013,6,NA,NA,95.2379430785,-2.61485429732656,-0.282010876514701,7.2861177762567,NA,-1.52075476303809,NA
"587","SECURITIES#13",2013,9,NA,NA,99.5997108492053,-0.41014620747146,-0.0451994971391222,11.7758150122571,NA,-3.05790389835344,NA
"588","SECURITIES#13",2013,12,NA,NA,99.2823444625457,-0.952795737392696,-0.110789774543914,16.472367567233,NA,-6.86365498182723,NA
"589","SECURITIES#13",2014,3,NA,NA,104.196024777128,1.18440158353995,0.131888615611898,5.0387857781476,NA,0.167463459404666,NA
"590","SECURITIES#13",2014,6,NA,NA,102.648862073555,1.69211056447082,0.189522175034607,11.0983479644785,NA,0.919543380246947,NA
"591","SECURITIES#13",2014,9,NA,NA,103.407773582406,2.85807632651893,0.305030879636012,13.4676768099784,NA,2.84376152551992,NA
"592","SECURITIES#13",2014,12,NA,NA,102.222500183047,2.45013811804658,0.266948869406559,18.5035768976389,NA,4.95687506863664,NA
"593","SECURITIES#13",2015,3,NA,NA,105.747560632059,1.594645983231,0.161376783510985,5.60012531748962,NA,2.48553025036227,NA
"594","SECURITIES#13",2015,6,NA,NA,100.895273407445,-0.0637112571845061,-0.00580257683926986,9.41495170863451,NA,-0.737181719796192,NA
"595","SECURITIES#13",2015,9,NA,NA,101.176363595025,0.846326441641685,0.0812217377671873,17.9713594835667,NA,2.18516504880516,NA
"596","SECURITIES#13",2015,12,NA,NA,100.450256895284,-0.713876954876622,-0.0766641148651884,23.0296506123315,NA,-4.06614337327787,NA
"597","SECURITIES#13",2016,3,265.080357142857,63.4466927993785,100.091264372078,0.0892986724719341,0.00876602229419039,8.14328272952815,NA,2.45733555299441,351.628350460854
"598","SECURITIES#13",2016,6,290.130208333333,62.7029034436192,101.0770216641,1.04399324038012,0.106999319661506,12.4450036646921,NA,5.78906406951401,363.29169480081
"599","SECURITIES#13",2016,9,288.122023809524,58.0170551296634,99.5844444633774,-0.564213943874384,-0.0627643477079822,17.887781707856,NA,5.08377227148991,360.629841765549
"600","SECURITIES#13",2016,12,307.250744047619,57.1653987416992,100.056009502077,0.049581770153805,0.00586490423291957,24.6015918511059,NA,-2.60668118583349,377.272696752187
